status,private pool,propertyType,street,baths,homeFacts,fireplace,city,schools,sqft,zipcode,beds,state,stories,mls-id,PrivatePool,MlsId,target
for sale,,single-family home,9702 Ochiltree Dr,2 Baths,"{'atAGlanceFacts': [{'factValue': '1971', 'factLabel': 'Year built'}, {'factValue': '2015', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '8,908 sqft', 'factLabel': 'lotsize'}, {'factValue': '$246/sqft', 'factLabel': 'Price/sqft'}]}",,Austin,"[{'rating': ['2/10', '8/10', '3/10'], 'data': {'Distance': ['0.31mi', '1.17mi', '2.47mi'], 'Grades': ['6-8', 'PK-5', '9-12']}, 'name': ['Dobie Middle School', 'Graham Elementary School', 'Reagan High School']}]","1,157 sqft",78753,3 Beds,TX,1.0,,,7887206,"$285,000"
For sale,,Multi Family,1028 NW 7th Ter,1,"{'atAGlanceFacts': [{'factValue': '1952', 'factLabel': 'Year built'}, {'factValue': '1952', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '1 space', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$252', 'factLabel': 'Price/sqft'}]}",,Fort Lauderdale,"[{'rating': ['3/10', '3/10'], 'data': {'Distance': ['0.2 mi', '1.6 mi'], 'Grades': ['PK-5', '6-12']}, 'name': ['Thurgood Marshall Elementary School', 'Dillard High School']}]","1,063",33311,3,FL,1.0,,,A10776834,"$268,000"
for sale,,single-family home,12706 Cascade Hls,2 Baths,"{'atAGlanceFacts': [{'factValue': '2006', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Heat Pump', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '7,362 sqft', 'factLabel': 'lotsize'}, {'factValue': '$155/sqft', 'factLabel': 'Price/sqft'}]}",yes,San Antonio,"[{'rating': ['7/10', '7/10'], 'data': {'Distance': ['1.74mi', '1.02mi'], 'Grades': ['9-12', '6-8']}, 'name': ['Taft High School', 'Briscoe Middle School']}]","1,771 sqft",78253,3 Beds,TX,1.0,,,1407751,"$275,000"
P,,Single Family Home,3024 NE 133rd St,2,"{'atAGlanceFacts': [{'factValue': '1950', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '6098', 'factLabel': 'lotsize'}, {'factValue': '$392', 'factLabel': 'Price/sqft'}]}",2,Seattle,"[{'rating': ['6', '6', '6', '7', '5', 'NR', 'NR', 'NR'], 'data': {'Distance': ['0.5 mi', '1.0 mi', '1.2 mi', '1.2 mi', '2.7 mi', '1.9 mi', '0.4 mi', '0.8 mi'], 'Grades': ['PK–5', '6–8', '9–12', 'K–8', 'PK–8', '9–12', 'PK–6', 'K–12']}, 'name': ['Olympic Hills Elementary School', 'Jane Addams Middle School', 'Nathan Hale High School', 'Hazel Wolf K-8 School', 'Broadview-Thomson Elementary School', 'Middle College High School', 'Laurel Academy Private School', 'Shoreline Christian Private School']}]",1320,98125,3,WA,,,,1462292,"$517,500"
Active,,"Patio Home, Two Story",1835 NW 99th Ave ,"1,500","{'atAGlanceFacts': [{'factValue': '1996', 'factLabel': 'Year built'}, {'factValue': '1997', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Air, Ceiling Fan(s)', 'factLabel': 'Heating'}, {'factValue': 'Has Cooling', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '9,920 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$219 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Plantation,"[{'rating': ['6', '6', '4'], 'data': {'Distance': ['0.9 mi', '0.8 mi', '2.6 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Horizon Elementary School', 'Bair Middle School', 'Plantation High School']}]","2,186",33322,Baths,FL,,,,A10751320,"479,000"
For sale,,Single Family,1684 Rotary Dr,5.0,"{'atAGlanceFacts': [{'factValue': '1990', 'factLabel': 'Year built'}, {'factValue': '1990', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '4,586 sqft', 'factLabel': 'lotsize'}, {'factValue': '$533', 'factLabel': 'Price/sqft'}]}",Yes,Los Angeles,"[{'rating': ['6/10', '7/10', '8/10'], 'data': {'Distance': ['0.3 mi', '0.7 mi', '1.2 mi'], 'Grades': ['K-5', '6-8', '9-12']}, 'name': ['Micheltorena Street Elementary School', 'Thomas Starr King Middle School', 'John Marshall Senior High School']}]","3,472",90026,4,CA,2,,,19520354,"$1,850,000"
For sale,,Single Family,368 E High Point Rd,Bathrooms: 4,"{'atAGlanceFacts': [{'factValue': '1938', 'factLabel': 'Year built'}, {'factValue': '1938', 'factLabel': 'Remodeled year'}, {'factValue': 'Baseboard, Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '0.49 acres lot', 'factLabel': 'lotsize'}, {'factValue': '$147', 'factLabel': 'Price/sqft'}]}",Yes,Peoria,"[{'rating': ['7/10', '7/10', '7/10'], 'data': {'Distance': ['0.5 mi', '1 mi', '1.5 mi'], 'Grades': ['K-4', '5-8', '9-12']}, 'name': ['Kellar Primary School', 'Charles A Lindbergh Middle School', 'Richwoods High School']}]","Total interior livable area: 2,724 sqft",61614,3 bd,IL,2.0,PA1200208,,,"$399,900"
For sale,,Single Family,2106 Diamond Way,3.0,"{'atAGlanceFacts': [{'factValue': '2016', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '5 spaces', 'factLabel': 'Parking'}, {'factValue': '7,840 sqft', 'factLabel': 'lotsize'}, {'factValue': '$175', 'factLabel': 'Price/sqft'}]}",Yes,Yakima,"[{'rating': ['7/10', '4/10', '4/10'], 'data': {'Distance': ['1.9 mi', '0.6 mi', '1.7 mi'], 'Grades': ['K-4', '7-8', '10-12']}, 'name': ['Cottonwood Elementary School', 'West Valley Jr High School', 'West Valley High School']}]","2,515",98903,3,WA,0,,,19-2642,"$440,000"
Active,,"Contemporary/Modern, Traditional",914 Joyce St ,,"{'atAGlanceFacts': [{'factValue': '1938', 'factLabel': 'Year built'}, {'factValue': '1938', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Electric', 'factLabel': 'Heating'}, {'factValue': 'Central Gas', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '5,300 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$277 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Houston,"[{'rating': ['6', '4', '2'], 'data': {'Distance': ['0.7 mi', '1.7 mi', '1.6 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Jefferson Elementary School', 'Marshall Middle School', 'Davis High School']}]","1,602",77009,,TX,1,,,55464017,"444,444"
,,Single Family,414 Archer St,2.0,"{'atAGlanceFacts': [{'factValue': '1890', 'factLabel': 'Year built'}, {'factValue': '2007', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Off street', 'factLabel': 'Parking'}, {'factValue': '6,799 sqft', 'factLabel': 'lotsize'}, {'factValue': '$367', 'factLabel': 'Price/sqft'}]}",,Houston,"[{'rating': ['5/10', '4/10', '4/10'], 'data': {'Distance': ['0.3 mi', '0.8 mi', '1.2 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Browning Elementary School', 'Hogg Middle School', 'Reagan High School']}]","1,484",77009,3,TX,1.0,,,73119944,"$545,000"
for sale,,condo,4400 Cartwright Ave #103,2 Baths,"{'atAGlanceFacts': [{'factValue': '2002', 'factLabel': 'Year built'}, {'factValue': '2002', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.35 acres', 'factLabel': 'lotsize'}, {'factValue': '$472/sqft', 'factLabel': 'Price/sqft'}]}",yes,North Hollywood,"[{'rating': ['2/10', '7/10', '8/10'], 'data': {'Distance': ['1.44mi', '1.31mi', '0.35mi'], 'Grades': ['9-12', '6-8', 'K-5']}, 'name': ['East Valley Senior High School', 'Walter Reed Middle School', 'Rio Vista Elementary School']}]","1,270 sqft",91602,2 Beds,CA,,,,19537012,"$599,000"
P,,Single Family Home,1632 SE Kennewick Ct,3,"{'atAGlanceFacts': [{'factValue': '1967', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': 'Garage-Attached', 'factLabel': 'Parking'}, {'factValue': '7500', 'factLabel': 'lotsize'}, {'factValue': '$198', 'factLabel': 'Price/sqft'}]}",2,Renton,"[{'rating': ['6', '5', '5', 'NR', 'NR', '1', 'NR', 'NR'], 'data': {'Distance': ['0.7 mi', '0.5 mi', '1.5 mi', '0.6 mi', '0.6 mi', '0.5 mi', '1.2 mi', '1.3 mi'], 'Grades': ['K–5', '6–8', '9–12', 'K–12', 'K–12', '11–12', '6–10', 'K–8']}, 'name': ['Tiffany Park Elementary School', 'Nelsen Middle School', 'Lindbergh Senior High School', 'H.O.M.E. Program School', 'Renton Academy School', 'Open Door Youth Reengagement School', 'Renton Preparatory Christian Private School', 'St. Anthony Private School']}]",2910,98055,8,WA,,,,1531397,"$575,000"
,,Condo,1409 Post Oak Blvd UNIT 1104,4,"{'atAGlanceFacts': [{'factValue': '2014', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Heat pump', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '3 spaces', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$442', 'factLabel': 'Price/sqft'}]}",,Houston,"[{'rating': ['7/10', '5/10', '2/10'], 'data': {'Distance': ['2 mi', '0.6 mi', '2.9 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Briargrove Elementary School', 'Grady Middle School', 'Lee High School']}]","2,826",77056,3,TX,0.0,,,92951242,"$1,250,000"
For sale,,Single Family,1228 E Brierwood Dr,3.0,"{'atAGlanceFacts': [{'factValue': '1993', 'factLabel': 'Year built'}, {'factValue': '1993', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '4 spaces', 'factLabel': 'Parking'}, {'factValue': '0.3 acres', 'factLabel': 'lotsize'}, {'factValue': '$123', 'factLabel': 'Price/sqft'}]}",Yes,Spokane,"[{'rating': ['8/10', '7/10', '8/10'], 'data': {'Distance': ['0.9 mi', '0.7 mi', '1.4 mi'], 'Grades': ['K-6', '7-8', '9-12']}, 'name': ['Farwell Elementary School', 'Northwood Middle School', 'Mead Senior High School']}]","3,871 sqft",99218,4,WA,1,,Yes,201926474,"$474,950"
,,Single Family,1010 W 42nd St,4.0,"{'atAGlanceFacts': [{'factValue': '1947', 'factLabel': 'Year built'}, {'factValue': '1947', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '8,581 sqft', 'factLabel': 'lotsize'}, {'factValue': '$274', 'factLabel': 'Price/sqft'}]}",,Houston,"[{'rating': ['6/10', '3/10'], 'data': {'Distance': ['0.7 mi', '0.7 mi'], 'Grades': ['PK-8', '9-12']}, 'name': ['Garden Oaks Elementary School', 'Waltrip High School']}]","3,395",77018,5,TX,2.0,,,15524208,"$929,000"
For sale,,Single Family,3589 Rio Pacifica Way,2.0,"{'atAGlanceFacts': [{'factValue': '1985', 'factLabel': 'Year built'}, {'factValue': None, 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '4 spaces', 'factLabel': 'Parking'}, {'factValue': '3,920 sqft', 'factLabel': 'lotsize'}, {'factValue': '$262', 'factLabel': 'Price/sqft'}]}",Yes,Sacramento,"[{'rating': ['3/10', '2/10', '3/10'], 'data': {'Distance': ['0.6 mi', '0.6 mi', '3.3 mi'], 'Grades': ['K-6', '6-8', '9-12']}, 'name': ['Garden Valley Elementary School', 'Rio Tierra Junior High School', 'Grant Union High School']}]","1,336",95834,3,CA,2,,,21927172,"$350,000"
,,Condo,350 NE 24th St APT 1402,2.0,"{'atAGlanceFacts': [{'factValue': '2008', 'factLabel': 'Year built'}, {'factValue': '2008', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': None, 'factLabel': 'lotsize'}, {'factValue': '$325', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['3/10', '10/10', '2/10'], 'data': {'Distance': ['0.7 mi', '22.1 mi', '1.3 mi'], 'Grades': ['PK-5', 'PK-8', '9-12']}, 'name': ['Phyllis Wheatley Elementary School', 'Air Base Elementary School', 'Booker T. Washington Senior High School']}]","1,352",33137,2,FL,0.0,,Yes,A10770221,"$440,000"
for sale,,townhouse,2566 E Elkhart St,,"{'atAGlanceFacts': [{'factValue': '1920', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Other', 'factLabel': 'Heating'}, {'factValue': 'None', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '583 sqft', 'factLabel': 'lotsize'}, {'factValue': '$169/sqft', 'factLabel': 'Price/sqft'}]}",,Philadelphia,"[{'rating': ['1/10', '1/10', '2/10'], 'data': {'Distance': ['1.04mi', '1.39mi', '0.11mi'], 'Grades': ['9-12', '9-12', 'K-5']}, 'name': ['Kensington Culinary Arts', 'Kensington Creative & Performing Arts High School', 'Richmond School']}]",528 sqft,19134,2 Beds,PA,2,,,PAPH835970,"$89,000"
New construction,,Single Family,6104 Belfast Way,Bathrooms: 3,"{'atAGlanceFacts': [{'factValue': '2019', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '2 spaces', 'factLabel': 'Parking'}, {'factValue': '-- sqft lot', 'factLabel': 'lotsize'}, {'factValue': '$231', 'factLabel': 'Price/sqft'}]}",,Roseville,"[{'rating': ['10/10', '9/10', '7/10'], 'data': {'Distance': ['1.2 mi', '1.3 mi', '6.1 mi'], 'Grades': ['K-5', '6-8', '9-12']}, 'name': ['Junction Elementary School', 'Barbara Chilton Middle School', 'Roseville High School']}]","Total interior livable area: 2,186 sqft",95747,4 bd,CA,1.0,,,,"$504,990"
for sale,,single-family home,1731 E 27th St,3 Baths,"{'atAGlanceFacts': [{'factValue': '1925', 'factLabel': 'Year built'}, {'factValue': '1925', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': 'Detached Garage, On Street', 'factLabel': 'Parking'}, {'factValue': '3600 sqft', 'factLabel': 'lotsize'}, {'factValue': '$620/sqft', 'factLabel': 'Price/sqft'}]}",,Brooklyn,"[{'rating': ['4/10', '9/10', '8/10'], 'data': {'Distance': ['0.14mi', '0.56mi', '0.5mi'], 'Grades': ['9-12', '6-8', 'PK-5']}, 'name': ['James Madison High School', 'Jhs 234 Arthur W Cunningham', 'Ps 222 Katherine R Snyder']}]","2,400 sqft",11229,3 Beds,NY,2.0,,,,"$1,489,000"
,,Single Family,8290 Gate Pkwy W UNIT 188,2.0,"{'atAGlanceFacts': [{'factValue': '2005', 'factLabel': 'Year built'}, {'factValue': '2006', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'No Data', 'factLabel': 'Parking'}, {'factValue': '1,050 sqft', 'factLabel': 'lotsize'}, {'factValue': '$108', 'factLabel': 'Price/sqft'}]}",,Jacksonville,"[{'rating': ['6/10', '2/10', '4/10'], 'data': {'Distance': ['2 mi', '1.8 mi', '2.9 mi'], 'Grades': ['PK-5', '6-8', '9-12']}, 'name': ['Greenfield Elementary School', 'Southside Middle School', 'Englewood High School']}]",975,32216,2,FL,,,Yes,985501,"$105,000"
for sale,,single-family home,21517 SW 109th Ct,2 Baths,"{'atAGlanceFacts': [{'factValue': '1986', 'factLabel': 'Year built'}, {'factValue': '2017', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '10,575 sqft', 'factLabel': 'lotsize'}, {'factValue': '$229/sqft', 'factLabel': 'Price/sqft'}]}",,Cutler Bay,"[{'rating': ['2/10', '2/10', '10/10', '2/10', 'None/10'], 'data': {'Distance': ['1.28mi', '1.38mi', '4.03mi', '1.88mi', '2.62mi'], 'Grades': ['PK-5', '8-12', 'PK-8', '6-8', 'K-9']}, 'name': ['Goulds Elementary School', 'Miami Southridge Senior High School', 'Air Base Elementary School', 'Cutler Bay Academy Of Advanced Studies, Cutler Ridge Campus', 'Robert Morgan Voc-Tech Institute']}]","1,400 sqft",33189,3 Beds,FL,1,,,A10710867,"$320,000"
Active,,Traditional,6714 Apple Valley Ln ,,"{'atAGlanceFacts': [{'factValue': '1982', 'factLabel': 'Year built'}, {'factValue': '1982', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Electric', 'factLabel': 'Heating'}, {'factValue': 'Central Gas', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '0.30 Acres', 'factLabel': 'lotsize'}, {'factValue': '$92 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",1,Houston,"[{'rating': ['6', '6', '6'], 'data': {'Distance': ['1.1 mi', '3.0 mi', '2.0 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Yeager Elementary School', 'Bleyl Middle School', 'Cypress Creek High School']}]","4,127",77069,,TX,2,,,45838218,"380,000"
Active,,,1802 Duncan Ave ,,"{'atAGlanceFacts': [{'factValue': '1910', 'factLabel': 'Year built'}, {'factValue': '1960', 'factLabel': 'Remodeled year'}, {'factValue': 'Central, Electric, Two or More Units', 'factLabel': 'Heating'}, {'factValue': '2 or More Units, Central, Electric', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '6,750 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': '$110 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",2,Chattanooga,"[{'rating': ['2', '1', '2'], 'data': {'Distance': ['0.4 mi', '0.6 mi', '2.0 mi'], 'Grades': ['Preschool to 5', '6 to 8', '9 to 12']}, 'name': ['Orchard Knob Elementary School', 'Orchard Knob Middle School', 'Howard School of Academics Technology']}]","1,951",37404,,TN,2 Level,,,1309310,"214,900"
Active,,High Rise,555 NE 15th St Unit 22I ,,"{'atAGlanceFacts': [{'factValue': '1980', 'factLabel': 'Year built'}, {'factValue': '1980', 'factLabel': 'Remodeled year'}, {'factValue': 'Central Air', 'factLabel': 'Heating'}, {'factValue': 'Has Cooling', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '—', 'factLabel': 'lotsize'}, {'factValue': '$291 / Sq. Ft.', 'factLabel': 'Price/sqft'}]}",,Miami,"[{'rating': ['3', '10', 'NR', '2', '2'], 'data': {'Distance': ['0.8 mi', '23.2 mi', '18.3 mi', '1.5 mi', '1.2 mi'], 'Grades': ['Preschool to 5', 'Preschool to 8', 'K to 9', '6 to 8', '9 to 12']}, 'name': ['Phyllis Wheatley Elementary School', 'Air Base Elementary School', 'Robert Morgan Voc-Tech Institute', 'Jose de Diego Middle School', 'Booker T. Washington Senior High School']}]",860,33132,,FL,,,,A10748451,"250,000"
Active,,,1147 Remsen Ave ,,"{'atAGlanceFacts': [{'factValue': '1945', 'factLabel': 'Year built'}, {'factValue': '1945', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '2,198 Sq. Ft.', 'factLabel': 'lotsize'}, {'factValue': None, 'factLabel': 'Price/sqft'}]}",,Brooklyn,"[{'rating': ['5', '6', '4', 'NR'], 'data': {'Distance': ['0.1 mi', '0.1 mi', '0.5 mi', '0.2 mi'], 'Grades': ['Preschool to 5', 'K to 8', '6 to 8', 'K to 7']}, 'name': ['PS 114 Ryder Elementary School', 'Explore Excel Charter School', 'IS 68 Isaac Bildersee', 'Great Commission Christian School']}]",,11236,,NY,,,,432620,"668,000"
foreclosure,,condo,934 N 3rd St #400,,"{'atAGlanceFacts': [{'factValue': '2009', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Baseboard', 'factLabel': 'Heating'}, {'factValue': 'Central', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '', 'factLabel': 'lotsize'}, {'factValue': '$367/sqft', 'factLabel': 'Price/sqft'}]}",,Philadelphia,"[{'rating': ['3/10', '1/10'], 'data': {'Distance': ['0.47mi', '0.91mi'], 'Grades': ['PK-8', '6-12']}, 'name': ['Ludlow James R School', 'Penn Treaty Middle School']}]",723 sqft,19123,,PA,3.0,,,PAPH854954,"$265,000"
for sale,,lot/land,1781 SE 85th Street Rd,3 Baths,"{'atAGlanceFacts': [{'factValue': '1974', 'factLabel': 'Year built'}, {'factValue': '1991', 'factLabel': 'Remodeled year'}, {'factValue': 'Heat Pump', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '10.0 acres', 'factLabel': 'lotsize'}, {'factValue': '$260/sqft', 'factLabel': 'Price/sqft'}]}",yes,Ocala,"[{'rating': ['5/10', '5/10', '4/10'], 'data': {'Distance': ['2.29mi', '2.56mi', '2.26mi'], 'Grades': ['K-5', '6-8', '9-12']}, 'name': ['Shady Hill Elementary School', 'Belleview Middle School', 'Belleview High School']}]","2,442 sqft",34480,4 Beds,FL,1.0,,yes,564047,"$634,900"
for sale,,single-family home,1437 E 29th St,2 Baths,"{'atAGlanceFacts': [{'factValue': '1925', 'factLabel': 'Year built'}, {'factValue': '1925', 'factLabel': 'Remodeled year'}, {'factValue': '', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': 'Attached Garage', 'factLabel': 'Parking'}, {'factValue': '3,150 sqft', 'factLabel': 'lotsize'}, {'factValue': '$601/sqft', 'factLabel': 'Price/sqft'}]}",,Brooklyn,"[{'rating': ['5/10', '4/10', '6/10'], 'data': {'Distance': ['0.54mi', '0.46mi', '0.41mi'], 'Grades': ['6-8', '9-12', 'PK-5']}, 'name': ['Andries Hudde School', 'James Madison High School', 'Ps 197 The Kings Highway Academy']}]","1,496 sqft",11210,3 Beds,NY,2.0,,,432989,"$899,000"
for sale,,townhouse,2317 E Cumberland St,,"{'atAGlanceFacts': [{'factValue': '1915', 'factLabel': 'Year built'}, {'factValue': '', 'factLabel': 'Remodeled year'}, {'factValue': 'Forced Air', 'factLabel': 'Heating'}, {'factValue': '', 'factLabel': 'Cooling'}, {'factValue': '', 'factLabel': 'Parking'}, {'factValue': '1,620 sqft', 'factLabel': 'lotsize'}, {'factValue': '$147/sqft', 'factLabel': 'Price/sqft'}]}",,Philadelphia,"[{'rating': ['3/10', '1/10'], 'data': {'Distance': ['0.19mi', '0.61mi'], 'Grades': ['PK-5', '6-12']}, 'name': ['Hackett Horatio B School', 'Penn Treaty Middle School']}]","2,722 sqft",19125,4 Beds,PA,3.0,,,PAPH833798,"$400,000"
